series_id,series_name,year,quarter,period,value
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2016,"{'Codigo': 'III', 'Nombre': 'T3'}",,47.94
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2016,"{'Codigo': 'II', 'Nombre': 'T2'}",,47.4
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2016,"{'Codigo': 'I', 'Nombre': 'T1'}",,47.47
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2015,"{'Codigo': 'IV', 'Nombre': 'T4'}",,47.28
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2015,"{'Codigo': 'III', 'Nombre': 'T3'}",,46.24
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2015,"{'Codigo': 'II', 'Nombre': 'T2'}",,46.93
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2015,"{'Codigo': 'I', 'Nombre': 'T1'}",,45.36
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2014,"{'Codigo': 'IV', 'Nombre': 'T4'}",,45.25
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2014,"{'Codigo': 'III', 'Nombre': 'T3'}",,44.32
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2014,"{'Codigo': 'II', 'Nombre': 'T2'}",,44.08
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2014,"{'Codigo': 'I', 'Nombre': 'T1'}",,43.64
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2013,"{'Codigo': 'IV', 'Nombre': 'T4'}",,43.31
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2013,"{'Codigo': 'III', 'Nombre': 'T3'}",,42.92
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2013,"{'Codigo': 'II', 'Nombre': 'T2'}",,43.07
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2013,"{'Codigo': 'I', 'Nombre': 'T1'}",,42.03
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2012,"{'Codigo': 'IV', 'Nombre': 'T4'}",,43.21
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2012,"{'Codigo': 'III', 'Nombre': 'T3'}",,43.19
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2012,"{'Codigo': 'II', 'Nombre': 'T2'}",,44.56
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2012,"{'Codigo': 'I', 'Nombre': 'T1'}",,45.29
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2011,"{'Codigo': 'IV', 'Nombre': 'T4'}",,47.19
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2011,"{'Codigo': 'III', 'Nombre': 'T3'}",,47.38
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2011,"{'Codigo': 'II', 'Nombre': 'T2'}",,47.98
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2011,"{'Codigo': 'I', 'Nombre': 'T1'}",,48.46
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2010,"{'Codigo': 'IV', 'Nombre': 'T4'}",,49.26
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2010,"{'Codigo': 'III', 'Nombre': 'T3'}",,49.26
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2010,"{'Codigo': 'II', 'Nombre': 'T2'}",,49.43
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2010,"{'Codigo': 'I', 'Nombre': 'T1'}",,49.56
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2009,"{'Codigo': 'IV', 'Nombre': 'T4'}",,50.15
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2009,"{'Codigo': 'III', 'Nombre': 'T3'}",,51.04
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2009,"{'Codigo': 'II', 'Nombre': 'T2'}",,51.97
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2009,"{'Codigo': 'I', 'Nombre': 'T1'}",,53.0
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2008,"{'Codigo': 'IV', 'Nombre': 'T4'}",,54.93
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2008,"{'Codigo': 'III', 'Nombre': 'T3'}",,57.98
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2008,"{'Codigo': 'II', 'Nombre': 'T2'}",,58.68
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2008,"{'Codigo': 'I', 'Nombre': 'T1'}",,60.04
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2007,"{'Codigo': 'IV', 'Nombre': 'T4'}",,60.64
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2007,"{'Codigo': 'III', 'Nombre': 'T3'}",,62.07
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2007,"{'Codigo': 'II', 'Nombre': 'T2'}",,62.09
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2007,"{'Codigo': 'I', 'Nombre': 'T1'}",,61.21
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2006,"{'Codigo': 'IV', 'Nombre': 'T4'}",,61.85
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2006,"{'Codigo': 'III', 'Nombre': 'T3'}",,61.84
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2006,"{'Codigo': 'II', 'Nombre': 'T2'}",,61.33
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2006,"{'Codigo': 'I', 'Nombre': 'T1'}",,61.3
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2005,"{'Codigo': 'IV', 'Nombre': 'T4'}",,61.49
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2005,"{'Codigo': 'III', 'Nombre': 'T3'}",,61.22
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2005,"{'Codigo': 'II', 'Nombre': 'T2'}",,60.04
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2005,"{'Codigo': 'I', 'Nombre': 'T1'}",,59.77
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2004,"{'Codigo': 'IV', 'Nombre': 'T4'}",,59.57
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2004,"{'Codigo': 'III', 'Nombre': 'T3'}",,58.79
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2004,"{'Codigo': 'II', 'Nombre': 'T2'}",,58.24
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2004,"{'Codigo': 'I', 'Nombre': 'T1'}",,58.17
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2003,"{'Codigo': 'IV', 'Nombre': 'T4'}",,57.6
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2003,"{'Codigo': 'III', 'Nombre': 'T3'}",,57.85
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2003,"{'Codigo': 'II', 'Nombre': 'T2'}",,57.56
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2003,"{'Codigo': 'I', 'Nombre': 'T1'}",,56.72
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2002,"{'Codigo': 'IV', 'Nombre': 'T4'}",,56.64
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2002,"{'Codigo': 'III', 'Nombre': 'T3'}",,56.57
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2002,"{'Codigo': 'II', 'Nombre': 'T2'}",,57.67
EPA442682,Tasa de empleo de la población. Hombres. Andalucía. Total. ,2002,"{'Codigo': 'I', 'Nombre': 'T1'}",,56.28
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2025,"{'Codigo': 'II', 'Nombre': 'T2'}",,59.79
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2025,"{'Codigo': 'I', 'Nombre': 'T1'}",,60.19
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2024,"{'Codigo': 'IV', 'Nombre': 'T4'}",,59.34
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2024,"{'Codigo': 'III', 'Nombre': 'T3'}",,59.27
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2024,"{'Codigo': 'II', 'Nombre': 'T2'}",,59.62
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2024,"{'Codigo': 'I', 'Nombre': 'T1'}",,60.16
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2023,"{'Codigo': 'IV', 'Nombre': 'T4'}",,59.38
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2023,"{'Codigo': 'III', 'Nombre': 'T3'}",,59.15
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2023,"{'Codigo': 'II', 'Nombre': 'T2'}",,60.23
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2023,"{'Codigo': 'I', 'Nombre': 'T1'}",,58.5
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2022,"{'Codigo': 'IV', 'Nombre': 'T4'}",,59.12
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2022,"{'Codigo': 'III', 'Nombre': 'T3'}",,59.45
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2022,"{'Codigo': 'II', 'Nombre': 'T2'}",,58.79
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2022,"{'Codigo': 'I', 'Nombre': 'T1'}",,58.53
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2021,"{'Codigo': 'IV', 'Nombre': 'T4'}",,58.05
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2021,"{'Codigo': 'III', 'Nombre': 'T3'}",,59.12
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2021,"{'Codigo': 'II', 'Nombre': 'T2'}",,58.0
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2021,"{'Codigo': 'I', 'Nombre': 'T1'}",,57.0
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2020,"{'Codigo': 'IV', 'Nombre': 'T4'}",,57.09
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2020,"{'Codigo': 'III', 'Nombre': 'T3'}",,56.73
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2020,"{'Codigo': 'II', 'Nombre': 'T2'}",,56.46
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2020,"{'Codigo': 'I', 'Nombre': 'T1'}",,57.71
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2019,"{'Codigo': 'IV', 'Nombre': 'T4'}",,59.5
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2019,"{'Codigo': 'III', 'Nombre': 'T3'}",,60.5
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2019,"{'Codigo': 'II', 'Nombre': 'T2'}",,59.63
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2019,"{'Codigo': 'I', 'Nombre': 'T1'}",,59.16
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2018,"{'Codigo': 'IV', 'Nombre': 'T4'}",,58.58
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2018,"{'Codigo': 'III', 'Nombre': 'T3'}",,59.49
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2018,"{'Codigo': 'II', 'Nombre': 'T2'}",,58.65
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2018,"{'Codigo': 'I', 'Nombre': 'T1'}",,57.36
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2017,"{'Codigo': 'IV', 'Nombre': 'T4'}",,58.71
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2017,"{'Codigo': 'III', 'Nombre': 'T3'}",,59.31
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2017,"{'Codigo': 'II', 'Nombre': 'T2'}",,59.4
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2017,"{'Codigo': 'I', 'Nombre': 'T1'}",,57.57
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2016,"{'Codigo': 'IV', 'Nombre': 'T4'}",,57.85
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2016,"{'Codigo': 'III', 'Nombre': 'T3'}",,57.54
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2016,"{'Codigo': 'II', 'Nombre': 'T2'}",,56.71
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2016,"{'Codigo': 'I', 'Nombre': 'T1'}",,57.02
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2015,"{'Codigo': 'IV', 'Nombre': 'T4'}",,57.25
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2015,"{'Codigo': 'III', 'Nombre': 'T3'}",,57.07
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2015,"{'Codigo': 'II', 'Nombre': 'T2'}",,56.69
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2015,"{'Codigo': 'I', 'Nombre': 'T1'}",,54.79
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2014,"{'Codigo': 'IV', 'Nombre': 'T4'}",,55.18
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2014,"{'Codigo': 'III', 'Nombre': 'T3'}",,54.53
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2014,"{'Codigo': 'II', 'Nombre': 'T2'}",,52.45
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2014,"{'Codigo': 'I', 'Nombre': 'T1'}",,50.79
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2013,"{'Codigo': 'IV', 'Nombre': 'T4'}",,51.88
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2013,"{'Codigo': 'III', 'Nombre': 'T3'}",,52.71
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2013,"{'Codigo': 'II', 'Nombre': 'T2'}",,52.06
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2013,"{'Codigo': 'I', 'Nombre': 'T1'}",,51.4
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2012,"{'Codigo': 'IV', 'Nombre': 'T4'}",,55.72
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2012,"{'Codigo': 'III', 'Nombre': 'T3'}",,55.01
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2012,"{'Codigo': 'II', 'Nombre': 'T2'}",,55.04
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2012,"{'Codigo': 'I', 'Nombre': 'T1'}",,54.32
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2011,"{'Codigo': 'IV', 'Nombre': 'T4'}",,55.01
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2011,"{'Codigo': 'III', 'Nombre': 'T3'}",,56.33
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2011,"{'Codigo': 'II', 'Nombre': 'T2'}",,55.53
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2011,"{'Codigo': 'I', 'Nombre': 'T1'}",,54.1
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2010,"{'Codigo': 'IV', 'Nombre': 'T4'}",,55.72
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2010,"{'Codigo': 'III', 'Nombre': 'T3'}",,57.31
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2010,"{'Codigo': 'II', 'Nombre': 'T2'}",,57.8
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2010,"{'Codigo': 'I', 'Nombre': 'T1'}",,57.57
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2009,"{'Codigo': 'IV', 'Nombre': 'T4'}",,57.84
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2009,"{'Codigo': 'III', 'Nombre': 'T3'}",,58.98
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2009,"{'Codigo': 'II', 'Nombre': 'T2'}",,58.29
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2009,"{'Codigo': 'I', 'Nombre': 'T1'}",,59.38
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2008,"{'Codigo': 'IV', 'Nombre': 'T4'}",,61.97
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2008,"{'Codigo': 'III', 'Nombre': 'T3'}",,64.55
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2008,"{'Codigo': 'II', 'Nombre': 'T2'}",,65.78
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2008,"{'Codigo': 'I', 'Nombre': 'T1'}",,64.93
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2007,"{'Codigo': 'IV', 'Nombre': 'T4'}",,65.55
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2007,"{'Codigo': 'III', 'Nombre': 'T3'}",,66.53
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2007,"{'Codigo': 'II', 'Nombre': 'T2'}",,66.39
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2007,"{'Codigo': 'I', 'Nombre': 'T1'}",,64.86
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2006,"{'Codigo': 'IV', 'Nombre': 'T4'}",,64.56
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2006,"{'Codigo': 'III', 'Nombre': 'T3'}",,65.08
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2006,"{'Codigo': 'II', 'Nombre': 'T2'}",,65.67
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2006,"{'Codigo': 'I', 'Nombre': 'T1'}",,63.97
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2005,"{'Codigo': 'IV', 'Nombre': 'T4'}",,65.39
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2005,"{'Codigo': 'III', 'Nombre': 'T3'}",,66.74
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2005,"{'Codigo': 'II', 'Nombre': 'T2'}",,65.85
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2005,"{'Codigo': 'I', 'Nombre': 'T1'}",,64.59
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2004,"{'Codigo': 'IV', 'Nombre': 'T4'}",,63.8
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2004,"{'Codigo': 'III', 'Nombre': 'T3'}",,64.55
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2004,"{'Codigo': 'II', 'Nombre': 'T2'}",,63.62
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2004,"{'Codigo': 'I', 'Nombre': 'T1'}",,63.02
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2003,"{'Codigo': 'IV', 'Nombre': 'T4'}",,62.4
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2003,"{'Codigo': 'III', 'Nombre': 'T3'}",,63.05
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2003,"{'Codigo': 'II', 'Nombre': 'T2'}",,62.73
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2003,"{'Codigo': 'I', 'Nombre': 'T1'}",,61.81
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2002,"{'Codigo': 'IV', 'Nombre': 'T4'}",,62.9
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2002,"{'Codigo': 'III', 'Nombre': 'T3'}",,62.47
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2002,"{'Codigo': 'II', 'Nombre': 'T2'}",,61.9
EPA442687,Tasa de empleo de la población. Hombres. Aragón. Total. ,2002,"{'Codigo': 'I', 'Nombre': 'T1'}",,61.58
EPA442692,"Tasa de empleo de la población. Hombres. Asturias, Principado de. Total. ",2025,"{'Codigo': 'II', 'Nombre': 'T2'}",,53.18
EPA442692,"Tasa de empleo de la población. Hombres. Asturias, Principado de. Total. ",2025,"{'Codigo': 'I', 'Nombre': 'T1'}",,51.83
EPA442692,"Tasa de empleo de la población. Hombres. Asturias, Principado de. Total. ",2024,"{'Codigo': 'IV', 'Nombre': 'T4'}",,52.52
EPA442692,"Tasa de empleo de la población. Hombres. Asturias, Principado de. Total. ",2024,"{'Codigo': 'III', 'Nombre': 'T3'}",,52.06
EPA442692,"Tasa de empleo de la población. Hombres. Asturias, Principado de. Total. ",2024,"{'Codigo': 'II', 'Nombre': 'T2'}",,48.75
EPA442692,"Tasa de empleo de la población. Hombres. Asturias, Principado de. Total. ",2024,"{'Codigo': 'I', 'Nombre': 'T1'}",,48.41
EPA442692,"Tasa de empleo de la población. Hombres. Asturias, Principado de. Total. ",2023,"{'Codigo': 'IV', 'Nombre': 'T4'}",,47.39
EPA442692,"Tasa de empleo de la población. Hombres. Asturias, Principado de. Total. ",2023,"{'Codigo': 'III', 'Nombre': 'T3'}",,48.05
EPA442692,"Tasa de empleo de la población. Hombres. Asturias, Principado de. Total. ",2023,"{'Codigo': 'II', 'Nombre': 'T2'}",,48.32
EPA442692,"Tasa de empleo de la población. Hombres. Asturias, Principado de. Total. ",2023,"{'Codigo': 'I', 'Nombre': 'T1'}",,45.89
EPA442692,"Tasa de empleo de la población. Hombres. Asturias, Principado de. Total. ",2022,"{'Codigo': 'IV', 'Nombre': 'T4'}",,46.26
EPA442692,"Tasa de empleo de la población. Hombres. Asturias, Principado de. Total. ",2022,"{'Codigo': 'III', 'Nombre': 'T3'}",,47.86
EPA442692,"Tasa de empleo de la población. Hombres. Asturias, Principado de. Total. ",2022,"{'Codigo': 'II', 'Nombre': 'T2'}",,48.07
EPA442692,"Tasa de empleo de la población. Hombres. Asturias, Principado de. Total. ",2022,"{'Codigo': 'I', 'Nombre': 'T1'}",,49.87
EPA442692,"Tasa de empleo de la población. Hombres. Asturias, Principado de. Total. ",2021,"{'Codigo': 'IV', 'Nombre': 'T4'}",,49.98
EPA442692,"Tasa de empleo de la población. Hombres. Asturias, Principado de. Total. ",2021,"{'Codigo': 'III', 'Nombre': 'T3'}",,49.22
